rater,status,archetype,mode,code,usability,readability,structure,image,colour,defects
R2,current,C,STANDARD,UIT,5,5,,,,none
R2,current,C,OPACITY_GROUP_60,MPL,3,3,,,,title and body text mid-grey; low contrast for sustained reading
R2,current,C,ECO_COLOUR,ZNV,5,5,,,,none
R2,current,C,TINT_FILL_55,KXF,5,5,,,,none
R2,current,C,BW_THRESHOLD,BVG,4,4,,,,"body text hard-thresholded: jagged, thinned strokes"
R2,current,C,COMBINED_ECO+STRUCT_75,PBW,4,4,,,,title and body text dark grey; reduced contrast
R2,current,C,TINT_FILL_30,TPU,5,5,,,,none
R2,current,C,HALFTONE_M,KRO,5,5,,,,none
R2,current,C,COPY_SAFE_ECO,LBY,5,5,,,,none
R2,current,C,DITHER_M,DGY,5,5,,,,none
R2,current,C,OUTLINE_NAIVE,QLC,5,5,,,,none
R2,current,D,ECO_COLOUR,UVX,5,5,5.0,5.0,,banner tint removed; pictures slightly paler
R2,current,D,GRAYSCALE,BJO,5,5,5.0,4.0,,greyscale; pictures lose colour
R2,current,D,BG_REMOVAL,AHI,5,5,5.0,5.0,,none
R2,current,D,TINT_55,RZD,4,3,4.0,4.0,,all text and answer lines mid-grey; pictures pale
R2,current,D,OPACITY_GROUP_60,GBX,4,3,4.0,4.0,,title and question text grey; answer lines grey; pictures pale
R2,current,D,TINT_FILL_55,ICM,5,5,5.0,5.0,,banner and pictures slightly paler
R2,current,D,TINT_FILL_30,GZL,5,5,5.0,4.0,,pictures very washed out; banner near white
R2,current,D,STANDARD,IND,5,5,5.0,5.0,,none
R2,current,D,OUTLINE_NAIVE,STP,5,5,5.0,4.0,,fills removed: outline-only pictures and banner
R2,current,D,HALFTONE_M,GVO,5,5,5.0,4.0,,dot-pattern fills on pictures and banner
R2,current,D,OPACITY_GROUP_75,BBV,4,4,4.0,4.0,,question text and lines grey; pictures paler
R2,current,D,DECOR_REMOVAL,SUD,5,5,5.0,5.0,,banner removed
R2,current,D,OUTLINE_ONLY,SYL,5,5,5.0,4.0,,fills removed: outline-only pictures and banner
R2,current,D,HIGH_CONTRAST,OZT,5,5,5.0,5.0,,sun rays black instead of orange
R2,current,D,BW_SEMANTIC,HOT,5,5,5.0,4.0,,pictures black outline only; colour removed
R2,current,D,DITHER_M,VPM,5,5,5.0,4.0,,stipple noise fills on pictures and banner
R2,current,D,SUPER_ECO_BW,SQS,5,5,5.0,4.0,,banner removed; black outline-only pictures
R2,current,D,COMBINED_REMOVE+TINT_75,GBQ,4,4,4.0,5.0,,"title, question text and lines grey"
R2,current,D,COPY_SAFE_ECO,WUI,5,5,5.0,5.0,,banner removed; sun rays black
R2,current,D,COMBINED_ECO+STRUCT_75,UBO,4,4,4.0,4.0,,"title, text and lines grey; pictures pale"
R2,current,D,BW_THRESHOLD,PXB,3,5,4.0,2.0,,sun rays vanished so sun reads as a plain circle; outline-only pictures; some answer lines thinner
R2,current,E,OPACITY_GROUP_75,XPN,4,4,4.0,4.0,,title and words grey; card borders lighter; pictures paler
R2,current,E,BW_SEMANTIC,SFT,3,5,5.0,2.0,,photos reduced to dithered grey noise; clip art solid black silhouettes
R2,current,E,OUTLINE_ONLY,USP,4,5,5.0,4.0,,clip art outline-only (flower becomes overlapping circles)
R2,current,E,TINT_FILL_55,IDR,4,5,5.0,4.0,,pictures washed out
R2,current,E,HIGH_CONTRAST,TOS,5,5,5.0,5.0,,none
R2,current,E,HALFTONE_M,XZA,4,5,5.0,4.0,,dot-pattern fills on clip art
R2,current,E,COMBINED_ECO+STRUCT_75,HGX,4,4,4.0,4.0,,"title, words and card borders grey; pictures paler"
R2,current,E,SUPER_ECO_BW,BDH,3,5,5.0,2.0,,photos reduced to dithered grey noise; clip art outline-only
R2,current,E,TINT_FILL_30,QGZ,3,5,5.0,3.0,,photos faded almost to white; clip art pastel
R2,current,E,OUTLINE_NAIVE,PXH,4,5,5.0,4.0,,clip art outline-only
R2,current,E,COPY_SAFE_ECO,BQA,5,5,5.0,5.0,,none
R2,current,E,DECOR_REMOVAL,SIX,5,5,5.0,5.0,,none
R2,current,E,ECO_COLOUR,SZQ,5,5,5.0,5.0,,clip art slightly paler
R2,current,E,TINT_55,FBQ,3,4,4.0,3.0,,"everything faded: grey words and borders, washed-out pictures"
R2,current,E,BW_THRESHOLD,UQR,2,5,5.0,1.0,,photos thresholded to meaningless black blobs; clip art solid black silhouettes
R2,current,E,BG_REMOVAL,OSI,5,5,5.0,5.0,,none
R2,current,E,STANDARD,BIB,5,5,5.0,5.0,,none
R2,current,E,COMBINED_REMOVE+TINT_75,ITX,4,4,5.0,4.0,,title and words grey; pictures paler
R2,current,E,DITHER_M,BQV,4,5,5.0,4.0,,stipple noise fills on clip art
R2,current,E,GRAYSCALE,FKC,4,5,5.0,3.0,,greyscale; photos lose colour cues
R2,current,E,OPACITY_GROUP_60,IUD,4,4,4.0,4.0,,"title, words and card borders grey; pictures pale"
R2,current,F,OUTLINE_ONLY,SLC,4,5,4.0,,,fills removed; outline-only banner and circles; weaker poster look
R2,current,F,BG_REMOVAL,PYL,5,5,5.0,,,none
R2,current,F,TINT_FILL_30,LNW,4,5,4.0,,,very pale pastel fills; cream background tint
R2,current,F,ECO_COLOUR,XSE,5,5,5.0,,,lighter fills with dark text
R2,current,F,DECOR_REMOVAL,EVQ,5,5,5.0,,,yellow page background tint
R2,current,F,COMBINED_ECO+STRUCT_75,GJK,5,5,5.0,,,lighter fills with dark text
R2,current,F,HALFTONE_M,CER,4,4,4.0,,,halftone pattern noise on fills and background
R2,current,F,DITHER_M,MBS,3,4,3.0,,,speckle noise on fills and background
R2,superseded (pre-fix render),F,COPY_SAFE_ECO,OUV,5,5,5.0,,,none
R2,superseded (pre-fix render),F,SUPER_ECO_BW,WPM,1,1,4.0,,,white title text and 5 of 9 circle words vanished; outline-only
R2,current,F,TINT_55,VMZ,5,5,5.0,,,lighter fills; cream background
R2,current,F,STANDARD,LAC,5,5,5.0,,,yellow page background tint
R2,current,F,BW_SEMANTIC,PPO,4,5,4.0,,,colours collapsed to solid black or empty outline; heavy black banner and circles
R2,current,F,BW_THRESHOLD,NPX,2,2,2.0,,,4 of 9 circles and their words vanished; remaining shapes solid black
R2,current,F,OPACITY_GROUP_60,MOZ,3,3,5.0,,,white text on lightened fills; low contrast title and words
R2,current,F,TINT_FILL_55,CKY,5,5,5.0,,,lighter fills; cream background
R2,current,F,HIGH_CONTRAST,EHE,5,5,5.0,,,none
R2,current,F,GRAYSCALE,ZQL,4,5,5.0,,,greyscale; grey page background
R2,current,F,OPACITY_GROUP_75,TPP,4,4,5.0,,,"white text on lightened fills, reduced contrast; background tint"
R2,current,F,OUTLINE_NAIVE,ULV,1,1,4.0,,,title and all circle words vanished; outline-only
R2,current,F,COMBINED_REMOVE+TINT_75,SER,5,5,5.0,,,lighter fills
R2,current,G,COMBINED_REMOVE+TINT_75,QDZ,5,4,4.0,5.0,,outlines and title lightened to dark grey; still clear
R2,current,G,TINT_FILL_30,YBV,5,5,5.0,5.0,,none
R2,current,G,TINT_55,KRH,4,3,3.0,4.0,,outlines and title faded to mid grey; fine interior strokes faint
R2,current,G,OPACITY_GROUP_75,HIG,5,4,4.0,5.0,,outlines and title lightened to dark grey; still clear
R2,current,G,TINT_FILL_55,ZHZ,5,5,5.0,5.0,,none
R2,current,G,COMBINED_ECO+STRUCT_75,SMG,5,4,4.0,5.0,,outlines and title lightened to dark grey; still clear
R2,current,G,OUTLINE_NAIVE,TRA,5,5,5.0,5.0,,none
R2,current,G,COPY_SAFE_ECO,OHQ,5,5,5.0,5.0,,none
R2,current,G,ECO_COLOUR,VBO,5,5,5.0,5.0,,none
R2,current,G,STANDARD,JYR,5,5,5.0,5.0,,none
R2,current,G,OPACITY_GROUP_60,MGJ,4,3,3.0,4.0,,outlines and title faded to mid grey; fine interior strokes faint
R2,current,G,GRAYSCALE,ZGO,5,5,5.0,5.0,,none
R2,current,G,HIGH_CONTRAST,XOW,5,5,5.0,5.0,,none
R2,current,G,BW_SEMANTIC,DTO,5,5,5.0,5.0,,none
R2,current,G,SUPER_ECO_BW,QNG,5,5,5.0,5.0,,none
R2,current,G,DITHER_M,LPT,5,5,5.0,5.0,,none
R2,current,G,OUTLINE_ONLY,VKM,5,5,5.0,5.0,,none
R2,current,G,BG_REMOVAL,WMJ,5,5,5.0,5.0,,none
R2,current,G,HALFTONE_M,GIO,5,5,5.0,5.0,,none
R2,current,G,DECOR_REMOVAL,WBB,5,5,5.0,5.0,,none
R2,current,G,BW_THRESHOLD,HII,5,5,5.0,5.0,,slightly jagged (aliased) outline edges
R2,current,H,TINT_FILL_55,RNG,5,5,5.0,,,none
R2,current,H,OPACITY_GROUP_75,WAF,4,4,4.0,,,cell text and grid lightened to dark grey
R2,current,H,STANDARD,VFH,5,5,5.0,,,none
R2,current,H,DECOR_REMOVAL,RQE,5,5,4.0,,,header row shading removed (header still bold with heavy rule)
R2,current,H,OUTLINE_NAIVE,ZSW,5,5,4.0,,,header row shading removed (header still bold with heavy rule)
R2,current,H,TINT_FILL_30,WLR,5,5,5.0,,,header shading very faint
R2,current,H,OPACITY_GROUP_60,ILE,3,3,3.0,,,small cell text and grid faded to mid grey; low contrast
R2,current,H,BW_SEMANTIC,WXQ,5,5,4.0,,,header row shading removed (header still bold with heavy rule)
R2,current,H,COMBINED_REMOVE+TINT_75,ASK,4,4,4.0,,,cell text and grid lightened to dark grey; header shading removed
R2,current,H,BW_THRESHOLD,DDO,5,5,4.0,,,header shading removed; slightly jagged text edges
R2,current,H,BG_REMOVAL,MJI,5,5,5.0,,,none
R2,current,H,COMBINED_ECO+STRUCT_75,JHC,4,4,4.0,,,cell text and grid lightened to dark grey; header shading removed
R2,current,H,SUPER_ECO_BW,YTB,5,5,4.0,,,header row shading removed (header still bold with heavy rule)
R2,current,H,COPY_SAFE_ECO,TEA,5,5,4.0,,,header row shading removed (header still bold with heavy rule)
R2,current,H,HIGH_CONTRAST,SUO,5,5,5.0,,,none
R2,current,H,GRAYSCALE,RQZ,5,5,5.0,,,none
R2,current,H,DITHER_M,DUQ,5,5,4.0,,,header fill replaced by stipple/dither pattern noise
R2,current,H,HALFTONE_M,JBB,5,5,4.0,,,header fill replaced by fine checker pattern noise
R2,current,H,OUTLINE_ONLY,OOE,5,5,4.0,,,header row shading removed (header still bold with heavy rule)
R2,current,H,TINT_55,DHE,3,3,3.0,,,small cell text and grid faded to mid grey; low contrast
R2,current,H,ECO_COLOUR,AGM,5,5,4.0,,,header row shading removed (header still bold with heavy rule)
R2,current,I,ECO_COLOUR,XQO,5,5,5.0,,4.0,fills lightened to pastel tints; categories still distinct
R2,current,I,TINT_FILL_55,OOL,5,5,5.0,,4.0,fills lightened to pastel tints; categories still distinct
R2,current,I,TINT_55,MSW,4,3,3.0,,4.0,"labels, instructions and answer lines faded to mid grey; pastel fills"
R2,current,I,STANDARD,ZRD,5,5,5.0,,5.0,none
R2,current,I,COMBINED_ECO+STRUCT_75,DTA,5,4,4.0,,4.0,text and answer lines lightened to dark grey; pastel fills
R2,current,I,BG_REMOVAL,GNZ,5,5,5.0,,5.0,none
R2,current,I,OPACITY_GROUP_75,SLA,5,4,4.0,,5.0,text and answer lines lightened to dark grey; fills slightly lighter
R2,current,I,OUTLINE_ONLY,LCR,5,5,5.0,,5.0,none
R2,current,I,SUPER_ECO_BW,ONH,1,5,5.0,,1.0,"colours collapsed to black/white: ka/mi/fo all black, vo/ello all white; counting task impossible"
R2,current,I,HIGH_CONTRAST,BIU,5,5,5.0,,5.0,none
R2,current,I,BW_THRESHOLD,VYE,1,5,5.0,,1.0,"colours collapsed to black/white: ka/mi/fo all black, vo/ello all white; jagged edges"
R2,current,I,TINT_FILL_30,HFC,3,5,5.0,,3.0,fills very pale; pink vs peach and lavender vs light blue hard to separate
R2,current,I,BW_SEMANTIC,UKR,1,5,5.0,,1.0,"colours collapsed to black/white: ka/mi/fo all black, vo/ello all white; counting task impossible"
R2,current,I,COMBINED_REMOVE+TINT_75,ZNO,5,4,4.0,,5.0,text and answer lines lightened to dark grey; fills slightly lighter
R2,current,I,HALFTONE_M,YMJ,4,5,5.0,,4.0,fills rendered as pale coloured dot screen; pattern noise
R2,current,I,OPACITY_GROUP_60,LZR,4,3,3.0,,4.0,"labels, instructions and answer lines faded to mid grey; lighter fills"
R2,current,I,DECOR_REMOVAL,YTY,5,5,5.0,,5.0,none
R2,current,I,COPY_SAFE_ECO,GHW,5,5,5.0,,5.0,none
R2,current,I,DITHER_M,TTP,4,5,5.0,,4.0,fills pale with random speckle texture
R2,current,I,GRAYSCALE,ICV,2,5,5.0,,2.0,"converted to greyscale; five grey levels too close (vo vs mi, ka vs fo) to tell apart reliably"
R2,current,I,OUTLINE_NAIVE,LMX,5,5,5.0,,5.0,none
R2,current,J,TINT_55,NUF,2,3,2.0,,,"all text faded to mid grey; trace words and dashed guides very faint, likely lost on photocopy"
R2,current,J,BG_REMOVAL,QQW,5,5,5.0,,,none
R2,current,J,COPY_SAFE_ECO,FOW,4,5,4.0,,,"trace words darker grey, closer to printed text"
R2,current,J,BW_THRESHOLD,VFX,2,4,2.0,,,grey trace words and dashed trace guides vanished; small text slightly jagged
R2,current,J,COMBINED_REMOVE+TINT_75,TVD,4,4,4.0,,,text lightened to dark grey; trace words lighter
R2,current,J,OPACITY_GROUP_75,JUB,4,4,4.0,,,text lightened to dark grey; trace words lighter
R2,current,J,HALFTONE_M,WAQ,5,5,5.0,,,none
R2,current,J,GRAYSCALE,KBB,5,5,5.0,,,none
R2,current,J,STANDARD,IXZ,5,5,5.0,,,none
R2,current,J,DITHER_M,GZJ,5,5,5.0,,,none
R2,current,J,TINT_FILL_55,MXH,5,5,5.0,,,none
R2,current,J,COMBINED_ECO+STRUCT_75,ORS,4,4,4.0,,,text and boxes lightened to dark grey; trace words lighter
R2,current,J,ECO_COLOUR,XXW,5,5,5.0,,,none
R2,current,J,BW_SEMANTIC,TKU,3,5,3.0,,,trace words now solid black; nothing left to trace
R2,current,J,OUTLINE_NAIVE,PTU,5,5,5.0,,,none
R2,current,J,DECOR_REMOVAL,GHA,5,5,5.0,,,none
R2,current,J,SUPER_ECO_BW,PNU,3,5,3.0,,,trace words now solid black; nothing left to trace
R2,current,J,HIGH_CONTRAST,SRZ,4,5,4.0,,,"trace words darker grey, closer to printed text"
R2,current,J,OPACITY_GROUP_60,JVJ,2,3,2.0,,,"all text, boxes and lines faded to mid grey; trace words very faint, likely lost on photocopy"
R2,current,J,OUTLINE_ONLY,JNS,5,5,5.0,,,none
R2,current,J,TINT_FILL_30,DMT,5,5,5.0,,,none
R2,current,K,OUTLINE_NAIVE,ZQL,4,4,5.0,4.0,,white banner title text vanished (empty outlined banner); decoration reduced to outlines
R2,current,K,TINT_FILL_55,RDA,5,5,5.0,5.0,,none
R2,current,K,OPACITY_GROUP_75,BRK,4,4,4.0,5.0,,body text and answer lines lightened to dark grey on tinted background; white title on lighter pink
R2,current,K,BG_REMOVAL,ZVJ,5,5,5.0,5.0,,none
R2,current,K,ECO_COLOUR,LNS,5,5,5.0,,,all decoration removed (optional); plain title kept
R2,current,K,BW_THRESHOLD,EZR,5,5,4.0,3.0,,decoration converted to black/white; sun icons lost rays; some answer lines thin grey
R2,current,K,HIGH_CONTRAST,JXV,5,5,5.0,5.0,,border rendered solid black
R2,superseded (pre-fix render),K,SUPER_ECO_BW,XCR,5,4,5.0,,,title and all decoration removed
R2,current,K,TINT_FILL_30,URS,5,5,5.0,5.0,,decoration colours lightened
R2,current,K,DECOR_REMOVAL,AIS,5,5,5.0,,,"border, banner and icons removed; background tint kept"
R2,superseded (pre-fix render),K,COPY_SAFE_ECO,QFN,5,4,5.0,,,title and all decoration removed
R2,current,K,DITHER_M,NQK,5,4,5.0,4.0,,"speckle texture on background, banner and icon fills"
R2,current,K,OUTLINE_ONLY,TXY,5,5,5.0,4.0,,decoration reduced to outlines (flower outline tangled)
R2,current,K,HALFTONE_M,EDZ,5,4,5.0,4.0,,"dot-screen pattern on background, banner and icon fills"
R2,current,K,BW_SEMANTIC,CWP,5,5,5.0,4.0,,decoration converted to black silhouettes; heavy black border
R2,current,K,TINT_55,AIE,3,3,4.0,4.0,,question text and answer lines faded to mid grey on tinted background; pale decoration
R2,current,K,STANDARD,VPS,5,5,5.0,5.0,,none
R2,current,K,GRAYSCALE,ZGV,5,5,5.0,4.0,,converted to greyscale; grey page tint
R2,current,K,COMBINED_ECO+STRUCT_75,PXC,4,4,4.0,,,decoration removed; body text and answer lines lightened to dark grey
R2,current,K,COMBINED_REMOVE+TINT_75,QXI,4,4,4.0,,,decoration removed; body text and answer lines lightened to dark grey
R2,current,K,OPACITY_GROUP_60,MJU,3,3,4.0,4.0,,question text and answer lines faded to mid grey on tinted background; pale decoration
R2,current,L,BG_REMOVAL,GMO,5,5,5.0,5.0,,none
R2,current,L,COMBINED_ECO+STRUCT_75,CYA,4,4,4.0,5.0,,cut lines and labels lightened; pictures pastel
R2,current,L,BW_SEMANTIC,MBT,5,5,4.0,4.0,,pictures reduced to black silhouettes/outlines; solid card borders beside dashed cut lines
R2,current,L,COPY_SAFE_ECO,UCE,5,5,5.0,5.0,,none
R2,current,L,GRAYSCALE,DZJ,5,5,5.0,4.0,,converted to greyscale; grey card tints
R2,current,L,OPACITY_GROUP_60,GAN,4,3,3.0,4.0,,labels faded to mid grey; cut lines light grey; pictures pastel
R2,current,L,DITHER_M,TEV,5,5,5.0,4.0,,speckle texture on picture fills and card backgrounds
R2,current,L,TINT_55,LJC,3,3,3.0,4.0,,"labels, cut lines and pictures faded; cut lines faint"
R2,current,L,OUTLINE_NAIVE,XXZ,5,5,4.0,4.0,,pictures reduced to outlines (flower outline tangled); grey card borders inside cut lines
R2,current,L,OPACITY_GROUP_75,MUG,4,4,4.0,5.0,,cut lines and labels lightened
R2,current,L,TINT_FILL_30,DTG,5,5,5.0,4.0,,pictures very pale pastel
R2,current,L,STANDARD,PBC,5,5,5.0,5.0,,none
R2,current,L,HALFTONE_M,SML,5,5,5.0,4.0,,dot-pattern texture on picture fills and card backgrounds
R2,current,L,SUPER_ECO_BW,UTY,5,5,5.0,4.0,,pictures reduced to outlines (flower outline tangled)
R2,current,L,DECOR_REMOVAL,XPI,5,5,5.0,5.0,,none
R2,current,L,HIGH_CONTRAST,JYB,5,5,5.0,5.0,,none
R2,current,L,OUTLINE_ONLY,NEA,5,5,4.0,4.0,,pictures reduced to outlines (flower outline tangled); grey card borders inside cut lines
R2,current,L,COMBINED_REMOVE+TINT_75,ICQ,4,4,4.0,5.0,,cut lines and labels lightened
R2,current,L,BW_THRESHOLD,EHK,4,5,5.0,3.0,,sun lost its rays (reads as plain circle); other pictures black silhouettes
R2,current,L,TINT_FILL_55,NZI,5,5,5.0,5.0,,pictures slightly lighter
R2,current,L,ECO_COLOUR,XPT,5,5,5.0,5.0,,pictures slightly lighter; card tints removed
R3,current,F,TINT_55,RAH,5,5,5.0,,,fills lightened to pastel and cream page tint; no functional loss
R3,current,F,OUTLINE_NAIVE,ALE,1,1,3.0,,,all text vanished: title and every circle word blank; only thin coloured outlines of banner and circles remain
R3,current,F,GRAYSCALE,WTW,4,4,5.0,,,converted to greyscale with grey page tint; white words on mid-grey circles (NU/VER/OM) lower contrast; colour identity lost
R3,current,F,HALFTONE_M,QXK,4,4,4.0,,,"halftone dot pattern on banner, circles and background; ragged dotted circle edges; words sit on dot texture"
R3,current,F,COMBINED_REMOVE+TINT_75,HSA,5,5,5.0,,,none
R3,current,F,OUTLINE_ONLY,DZP,4,5,5.0,,,fills removed to thin coloured outlines; all text clear but poster loses its colour impact
R3,current,F,OPACITY_GROUP_60,TYI,3,2,5.0,,,"white text on pastel fills: title and circle words low contrast, DE/MI on light orange and NU/VER on light green barely legible; cream tint"
R3,current,F,COPY_SAFE_ECO,LZC,5,5,5.0,,,none
R3,current,F,DITHER_M,XII,4,4,4.0,,,"random dither noise on banner, circles and background; speckled circle edges; words over noisy texture"
R3,current,F,OPACITY_GROUP_75,BYP,4,3,5.0,,,"white words on medium fills (orange DE/MI, green NU/VER) low contrast; cream tint"
R3,current,F,TINT_FILL_30,VYM,4,5,5.0,,,very pale washed-out fills and banner; text crisp but poster loses visual punch
R3,current,F,BG_REMOVAL,NEY,5,4,5.0,,,white words on orange circles (DE/MI) lower contrast
R3,current,F,STANDARD,TLK,5,4,5.0,,,white words on orange circles (DE/MI) lower contrast; cream page tint
R3,current,F,BW_SEMANTIC,ENP,4,5,4.0,,,"reduced to pure black/white: banner and some circles solid black, others hollow outlines, so matching-colour pairs no longer match; text clear"
R3,current,F,DECOR_REMOVAL,IFY,5,4,5.0,,,white words on orange circles (DE/MI) lower contrast; cream page tint
R3,current,F,HIGH_CONTRAST,IME,5,5,5.0,,,none
R3,current,F,BW_THRESHOLD,HPZ,2,2,2.0,,,"4 of 9 circles (NU, DE, VER, MI) vanished together with their words; remaining banner and circles solid black"
R3,current,F,COMBINED_ECO+STRUCT_75,UPO,5,5,5.0,,,fills lightened to pastel; no functional loss
R3,current,F,SUPER_ECO_BW,SZY,4,5,5.0,,,"all fills removed, black outlines only; text clear but reads as line art rather than a colour poster"
R3,current,F,ECO_COLOUR,UVX,5,5,5.0,,,fills lightened to pastel; no functional loss
R3,current,F,TINT_FILL_55,XJD,5,5,5.0,,,fills lightened to pastel and cream page tint; no functional loss
R3,current,K,BG_REMOVAL,YPE,5,5,5.0,5.0,,none
R3,current,K,GRAYSCALE,DOU,5,5,5.0,4.0,,converted to greyscale; light grey page tint and grey border; icons grey but recognisable
R3,current,K,TINT_FILL_55,LHA,5,5,5.0,5.0,,decoration lightened to pastel; cream page tint
R3,current,K,TINT_55,XQW,3,3,3.0,4.0,,"question text, Name/Date labels and answer lines faded to light grey; whole page washed out"
R3,current,K,STANDARD,VGQ,5,5,5.0,5.0,,none
R3,current,K,COPY_SAFE_ECO,TXY,5,5,5.0,1.0,,"all decoration removed (border, banner, icons, tint) - optional per brief; questions, lines and box intact"
R3,current,K,HALFTONE_M,QPO,5,5,5.0,4.0,,"halftone dot pattern on banner and icons, faint dot texture in background"
R3,current,K,DECOR_REMOVAL,BKP,5,5,5.0,1.0,,"border, banner and icons removed (optional) but yellow page tint kept; questions and lines intact"
R3,current,K,BW_SEMANTIC,GAV,5,5,5.0,4.0,,"border, banner and several icons turned solid black; heavy black frame; content intact"
R3,current,K,COMBINED_REMOVE+TINT_75,VOH,4,4,4.0,1.0,,"decoration removed (optional); title, question text and answer lines lightened to mid grey"
R3,current,K,OPACITY_GROUP_60,MAG,3,3,3.0,4.0,,question text and answer lines faded grey on cream; white banner title low contrast on pale pink; pale icons
R3,current,K,BW_THRESHOLD,UUK,5,5,5.0,3.0,,border reduced to star outlines; banner solid black; sun icons lost rays (plain circles); apple/flower black silhouettes
R3,current,K,OUTLINE_ONLY,YIV,5,5,5.0,4.0,,decoration reduced to thin outlines; flower drawn as overlapping circle outlines
R3,current,K,SUPER_ECO_BW,PQK,5,5,5.0,1.0,,all decoration removed - optional per brief; text and lines black and intact
R3,current,K,COMBINED_ECO+STRUCT_75,XTA,4,4,4.0,1.0,,"decoration removed (optional); title, question text and answer lines lightened to mid grey"
R3,current,K,DITHER_M,JBW,5,5,5.0,4.0,,"random speckle texture on banner and icons, faint speckle in background"
R3,current,K,HIGH_CONTRAST,SRA,5,5,5.0,5.0,,border turned black (stars and icons keep colour); no functional loss
R3,current,K,OUTLINE_NAIVE,LUK,4,4,5.0,4.0,,"banner title text vanished (empty outlined banner); decoration outline-only, flower as overlapping circles"
R3,current,K,ECO_COLOUR,LQO,5,5,5.0,1.0,,all decoration removed - optional per brief; questions and lines intact
R3,current,K,TINT_FILL_30,PAL,5,5,5.0,4.0,,banner and icons washed to pale pastel; cream tint; content intact
R3,current,K,OPACITY_GROUP_75,XEP,4,4,4.0,5.0,,question text and answer lines lightened to dark grey; white banner title on mid pink
